,ch0_mav,ch0_wl,ch0_rms,ch0_var,ch1_mav,ch1_wl,ch1_rms,ch1_var,ch2_mav,ch2_wl,ch2_rms,ch2_var,ch3_mav,ch3_wl,ch3_rms,ch3_var,ch4_mav,ch4_wl,ch4_rms,ch4_var,label
0,126.124,467,132.21795642044995,1574.324623999999,28.328,124,29.288905749447178,55.364416,17.808,80,17.977096539764144,6.051135999999954,3.196,9,3.2905926517878203,0.613584,75.964,367,78.76489065567222,433.37870400000156,thumb
1,68.552,287,69.34355052923091,109.15129600000002,22.624,104,23.18775538942914,25.826624000000002,22.94,109,24.452811699270907,71.69640000000001,5.912,28,6.111628260946505,2.4002560000000015,129.98,586,136.02374792660288,1607.6596,thumb
2,182.784,807,196.72903191954154,5292.321344000002,22.788,81,23.298841172899564,23.54305600000011,31.444,123,34.23068798607472,183.01486400000005,6.344,24,6.709396396100025,4.769663999999986,131.128,671,143.2319517426192,3320.839615999996,thumb
3,97.296,399,99.21338619359788,376.78438400000016,26.132,117,27.3104375651508,62.978575999999926,23.792,102,24.58633766952695,38.4287359999999,5.272,23,5.646946077305857,4.094016000000001,80.132,382,82.69952841461674,418.0745760000004,thumb
4,55.664,259,56.01278425502521,38.951103999999994,18.868,65,19.196562192225983,12.506575999999999,11.212,63,11.40929445671379,4.46305599999999,2.568,12,2.7247018185482244,0.8293759999999971,88.04,295,90.24593065617972,393.2864000000004,thumb
5,148.604,638,158.27162727412642,2966.759183999998,23.532,94,23.82595223700409,13.920976,21.332,108,21.5258913868857,8.30977599999999,4.4,14,4.501555286787001,0.9040000000000059,91.132,413,94.47448332751019,620.3865760000008,index
6,144.38,585,147.65447504224178,956.2595999999995,18.352,88,18.88660901273704,19.90809599999998,20.772,85,21.447517338843674,28.520015999999917,4.656,27,5.176871642217914,5.121664000000007,91.84,375,95.9141699646095,764.9424000000004,index
7,118.224,482,120.25536162683143,484.4378240000002,23.964,115,24.198429701119036,11.290703999999991,24.332,125,25.42652158672122,54.46177600000001,4.2,23,4.4362146025637665,2.039999999999995,87.048,364,91.64828421743638,822.0536959999997,index
8,260.324,1084,263.20563063886,1508.6190239999994,25.26,110,25.904516980634863,32.976400000000005,27.812,119,28.252645893791964,24.70465600000002,3.212,19,3.3196385345395663,0.7030559999999986,67.84,269,69.04595571067142,165.07840000000036,index
9,140.076,615,149.65206313312223,2774.4542239999955,19.232,83,19.523114505631522,11.282175999999977,17.368,80,18.15555011559826,27.976575999999994,2.488,10,2.797141397927534,1.6338559999999975,59.712,255,61.31335906635682,193.80505600000015,index
10,53.504,239,54.002740671191866,53.61798399999996,18.872,94,19.750443033005613,33.92761599999995,17.156,73,17.678348339140737,18.195663999999976,4.06,18,4.470794112906565,3.504400000000005,54.016,236,56.89710010185053,319.5517439999997,middle
11,51.468,234,52.26536137825893,82.71297599999998,27.944,116,28.322005578701518,21.268863999999997,19.904,64,20.07545765356297,6.854783999999973,3.112,14,3.249615361854384,0.8754560000000009,65.72,310,68.05650593440718,312.56960000000015,middle
12,90.572,394,90.86986299098288,54.044816000000075,33.788,130,34.46975485842625,46.53505599999995,25.228,114,25.515563877759,14.592015999999997,4.172,14,4.197618372363071,0.2144160000000001,79.216,364,79.84239475366455,99.63334400000006,middle
13,77.472,329,79.46088345846653,312.12121600000006,33.848,137,36.556805112044465,190.71289600000003,27.112,116,28.317768273647555,66.83545599999994,4.852,27,4.893669379923413,0.4060960000000002,75.66,325,78.71698673094645,471.92840000000024,middle
14,75.964,313,76.33764471085023,56.906703999999976,42.172,176,43.52254588141645,115.73441599999994,23.988,99,24.40221301439687,20.04385600000002,5.664,12,5.721538254700391,0.6551040000000009,105.184,433,107.58479446464541,510.81414399999966,middle
15,214.772,851,226.79186052413786,5307.536016000003,15.692,59,16.01511785782421,10.245135999999976,32.256,127,34.1039587144953,122.63046399999969,17.428,59,17.910555546939353,17.05281600000001,447.756,1620,462.65673236212615,13565.816463999987,ring
16,318.584,1346,325.3172482362409,4335.546943999994,32.116,114,35.03307009098689,195.87854399999952,39.364,133,39.699017620087275,26.487503999999987,25.668,83,26.227237750094844,29.021775999999964,560.848,1738,565.0962041988956,4783.240895999999,ring
17,266.94,1174,295.6305464595971,16140.456400000001,18.8,74,21.93481251344538,127.69600000000008,29.544,111,32.08526141392649,156.61606400000005,16.612,74,18.522742777461442,67.13345599999997,399.364,1743,439.99054080741325,34100.07150399997,ring
18,135.4,624,136.44157724095686,283.14400000000046,10.312,41,10.417293314484334,2.182656000000002,12.436,56,12.602063323122925,4.157904,13.968,68,15.853327726379721,56.22297599999991,401.216,1524,424.19602072626753,18967.985343999997,ring
19,286.436,1317,292.46046570434095,3487.5419039999997,22.104,111,22.562801244526355,20.493183999999978,41.516,157,43.92789546518249,206.081744,27.152,90,28.25158402638691,60.920895999999786,637.22,2111,655.3906102470496,23487.523600000004,ring
20,79.144,364,83.30056422377942,675.2112640000032,9.5,38,9.776502442080194,5.33,8.596,47,9.109335870413386,9.088783999999933,2.668,20,2.735690040922034,0.3657760000000015,45.34,218,52.27171319174454,676.6164000000005,pinky
21,221.2,952,226.42144774733686,2337.232000000001,20.228,77,20.547019248543084,13.00801599999999,32.388,141,36.128160761378375,256.26145599999995,4.248,18,4.2783174262787,0.2584959999999994,71.884,297,73.50055782101249,235.02254399999927,pinky
22,188.688,660,196.14674098745562,2870.382656000001,17.032,67,17.12705462127099,3.2469760000000027,18.792,88,19.02104098097683,8.660735999999998,3.688,9,3.737378760575385,0.36665600000000287,67.084,275,67.65521413756666,76.96494399999993,pinky
23,184.552,887,192.32023294495045,2927.631295999999,20.324,80,20.493803941679545,6.931023999999984,29.696,110,29.869449275137296,10.331584000000008,4.868,17,4.914875379905374,0.4585760000000021,107.516,394,109.30612059715595,388.13774400000017,pinky
24,159.732,636,162.1830200730027,789.0201760000001,19.816,95,20.149441679609886,13.326143999999983,28.004,112,28.826862472353803,46.76398399999993,5.588,27,6.348858165056138,9.082256000000006,80.9,322,83.316817029937,396.8820000000004,pinky
25,44.28,80,44.771419454826315,43.76159999999998,5.05,5,5.06655701635736,0.16750000000000065,5.99,12,6.096720429870473,1.2899,2.58,2,2.6457513110645907,0.34360000000000007,4.35,1,4.376071297408213,0.22749999999999992,baseline
26,45.46,72,45.77160691957406,28.4284,4.73,21,4.750789408087881,0.19710000000000033,4.94,7,4.973932046178355,0.33640000000000014,2.63,8,2.6739483914241875,0.23309999999999995,9.26,12,9.38296328459192,2.2923999999999998,baseline
27,41.3,66,41.99857140427517,58.19000000000002,5.27,9,5.3,0.31710000000000066,6.67,9,6.7638746292343415,1.2611000000000008,1.97,7,2.6627053911388696,3.209100000000001,5.54,7,5.60357029044876,0.7083999999999997,baseline
28,57.54,114,61.38159333220342,456.8484000000001,5.8,16,5.834380858325929,0.4,6.34,11,6.442049363362563,1.3043999999999984,2.72,3,2.792848008753788,0.4015999999999995,10.85,11,10.964944140304592,2.5074999999999976,baseline
29,50.41,73,50.50772218186047,9.861899999999999,5.75,10,5.806031346797914,0.6475,5.9,17,6.003332407921453,1.230000000000001,1.47,1,1.5524174696260025,0.2490999999999999,4.37,8,4.502221673796171,1.1730999999999987,baseline
30,49.86,71,49.986998309560455,12.68040000000001,5.93,3,5.935486500700679,0.06510000000000002,6.87,10,6.884039511798287,0.19309999999999986,0.69,6,0.8306623862918074,0.21389999999999998,8.1,18,8.153526844255804,0.8699999999999986,baseline
31,40.71,79,40.94520728974272,19.2059,6.83,9,6.84178339323893,0.16110000000000013,8.09,14,8.218880702382776,2.1019,0.34,2,0.7483314773547883,0.44439999999999996,10.24,21,10.399038417084533,3.2824,baseline
32,47.83,67,48.30144925361971,45.32109999999999,7.52,16,7.58946638440411,1.0496000000000003,10.37,15,10.542770034483347,3.6130999999999975,0.84,3,0.9899494936611666,0.27440000000000064,7.77,17,7.805767098754613,0.5571000000000007,baseline
33,61.11,93,62.52607456093818,175.07789999999994,5.7,14,5.732364259186605,0.3700000000000003,6.99,12,7.074602462329597,1.1899000000000002,2.52,2,2.569046515733026,0.24959999999999982,8.27,17,8.462269199216012,3.2171000000000016,baseline
34,58.59,121,60.203239115516034,191.64190000000013,5.67,12,5.694734409961539,0.2810999999999994,7.44,12,7.535250493513803,1.426400000000001,4.0,8,4.09878030638384,0.8,7.51,12,7.87210264160726,5.569900000000002,baseline
35,68.66,84,69.39596530058502,101.6044,7.08,10,7.102112361825881,0.31359999999999955,7.09,10,7.118286310622803,0.40189999999999976,1.06,1,1.0862780491200215,0.056400000000000006,13.02,26,13.043005788544296,0.5995999999999997,baseline
36,49.77,74,49.8703318617392,9.997100000000001,7.08,10,7.193052203341778,1.6136000000000013,6.13,13,6.1975801729384665,0.8331000000000024,2.82,4,2.939387691339814,0.6876000000000014,11.41,25,12.461540835707275,25.101899999999986,baseline
37,47.84,78,49.07606341181004,119.79440000000002,6.1,9,6.11228271597445,0.14999999999999988,7.38,16,7.551158851461145,2.5556000000000014,2.53,8,2.5787593916455256,0.2490999999999998,8.2,15,8.322259308625274,2.0199999999999996,baseline
38,49.4,74,49.88386512691253,48.04000000000002,5.36,11,5.396295025292817,0.39040000000000014,7.6,17,7.675936424958196,1.1599999999999988,2.58,2,2.6267851073127395,0.24360000000000018,13.64,28,13.868669727122352,6.290399999999997,baseline
39,47.62,70,47.75897821352547,13.255599999999998,5.25,6,5.267826876426369,0.1875,5.16,5,5.1903757089443925,0.31440000000000057,2.89,9,3.018277654557314,0.7578999999999989,9.19,19,9.497894503520241,5.753900000000003,baseline
40,74.91,107,77.50503209469692,395.5219,5.12,14,5.182663407939975,0.6455999999999996,5.79,8,5.819793810780585,0.34589999999999976,3.78,10,3.9522145690739006,1.331600000000001,7.92,19,8.04114419718985,1.9336000000000029,baseline
41,75.14,82,75.53687841048239,59.80040000000001,8.53,15,8.635392289873112,1.8090999999999995,6.99,17,7.026378868236469,0.5099000000000005,0.89,2,0.9433981132056604,0.09790000000000006,8.94,22,8.978864070694021,0.6963999999999997,baseline
42,49.8,68,50.090917340372194,29.06000000000003,6.81,16,6.94334213473598,1.8338999999999999,8.15,10,8.377947242612596,3.7674999999999983,2.29,1,2.3345235059857505,0.20590000000000008,6.27,15,6.6385239323211,4.757099999999998,baseline
43,61.78,99,62.7936302502093,126.27160000000002,6.01,9,6.047313453096342,0.4499000000000008,6.04,8,6.063002556489647,0.2784000000000001,2.34,9,2.3874672772626644,0.2244000000000005,6.14,15,6.373382147651276,2.9203999999999994,baseline
44,64.29,88,64.58846646267428,38.46590000000002,6.29,16,6.416385275215322,1.6059000000000017,6.23,16,6.250599971202765,0.25710000000000044,4.46,8,4.54972526643093,0.8084000000000006,4.99,5,5.246903848937962,2.629900000000002,baseline
45,58.17,79,58.26379664937739,10.921100000000006,4.5,2,4.527692569068709,0.25,4.38,13,4.418144406874904,0.3355999999999998,2.74,5,2.7748873851023217,0.19240000000000024,4.48,7,4.507771067833858,0.24959999999999963,baseline
46,39.77,67,39.84632981844125,6.0771000000000015,4.43,4,4.464302857109943,0.3050999999999994,5.25,16,5.331978994707312,0.8675,2.65,3,2.7,0.2674999999999995,3.9,15,3.9774363602702683,0.6100000000000005,baseline
47,85.07,84,85.18914250067317,20.28509999999998,4.6,6,4.628174586162454,0.2599999999999999,4.04,12,4.093897898091744,0.4383999999999999,3.73,12,3.772267222772003,0.3171000000000001,8.25,17,8.58079250419214,5.5675,baseline
48,42.38,67,43.6002293571949,104.91560000000003,6.59,14,6.80367547726962,2.861899999999997,7.85,11,8.103702857336268,4.0475,2.64,11,2.6832815729997477,0.23040000000000027,4.64,13,4.692547282660026,0.49040000000000156,baseline
